[-0.07753183],[-0.14816296],[1.7718686]
[-0.07653102],[-0.14662758],[1.7490276]
[-0.07827204],[-0.14814216],[1.7716932]
[-0.07610811  0.17650522],[-0.1465254   0.23011275],[1.7566495 1.2312747]
[-0.07759984  0.17544529],[-0.14686881  0.22958352],[1.7564776 1.2313741]
[-0.07719746  0.17650454],[-0.14752345  0.23080695],[1.7642273 1.2350012]
[-0.0768597   0.17597786],[-0.14725782  0.2295874 ],[1.7565389 1.2313693]
[-0.07795733  0.17597558],[-0.14788792  0.23028   ],[1.7642151 1.235096 ]
[-0.07719746],[-0.14752345],[1.7642273]
[-0.07686596  0.17544727],[-0.1468894   0.22984555],[1.756651  1.2313498]
[-0.07719746],[-0.14752345],[1.7642273]
[-0.07686596],[-0.1468894],[1.756651]
[-0.07793451],[-0.14750277],[1.764053]
[-0.07719746],[-0.14752345],[1.7642273]
[-0.07688856  0.17597786],[-0.14727288  0.2295874 ],[1.7568117 1.2313693]
[-0.07719746  0.17597264],[-0.14752345  0.23010886],[1.7642273 1.2312799]
[-0.07465731  0.33773336],[-0.14731964  0.23715535],[1.7570573 1.2115226]
[-0.07465731  0.33773336],[-0.14731964  0.23715535],[1.7570573 1.2115226]
[-0.07468565],[-0.14733456],[1.7573282]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07465731  0.33773336],[-0.14731964  0.23715535],[1.7570573 1.2115226]
[-0.07468101  0.33773336],[-0.14770442  0.23715535],[1.7572321 1.2115226]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07468101  0.33771887],[-0.14770442  0.23793527],[1.7572321 1.2113837]
[-0.07468101  0.3387559 ],[-0.14770442  0.2381407 ],[1.7572321 1.2151525]
[-0.07468101],[-0.14770442],[1.7572321]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07465731  0.10779788  0.3625609 ],[-0.14731964  0.1341694   0.2269832 ],[1.7570573 1.7511511 1.2755828]
[-0.07468101  0.13154323],[-0.14770442  0.13872835],[1.7572321 1.7909874]
[-0.07465731  0.14864989],[-0.14731964  0.14511558],[1.7570573 1.7759236]
[-0.07465731  0.15055546],[-0.14731964  0.13911654],[1.7570573 1.7031263]
[-0.07465731  0.14836405],[-0.14731964  0.13373777],[1.7570573 1.7038976]
[-0.07465731  0.14764692],[-0.14731964  0.13225973],[1.7570573 1.7038851]
[-0.07468101],[-0.14770442],[1.7572321]
[-0.07468101],[-0.14770442],[1.7572321]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07468101],[-0.14770442],[1.7572321]
[-0.07465731],[-0.14731964],[1.7570573]
[-0.07468101],[-0.14770442],[1.7572321]
